City,City (ascii),Lat,Long,Country,ISO2,ISO3,State,State Abbreviation,Capital,Primary Capital,Admin Capital,Minor Capital,Population
Petropavlovsk,Petropavlovsk,54.88,69.22,Kazakhstan,KZ,KAZ,Soltüstik Qazaqstan,,admin,,TRUE,,228238
Pavlodar,Pavlodar,52.3,76.95,Kazakhstan,KZ,KAZ,Pavlodar,,admin,,TRUE,,329002
Otar,Otar,43.5346,75.2139,Kazakhstan,KZ,KAZ,Zhambyl,,,,,,11238
Almaty,Almaty,43.325,76.915,Kazakhstan,KZ,KAZ,Almaty,,admin,,TRUE,,1209000
Bestobe,Bestobe,52.4997,73.0997,Kazakhstan,KZ,KAZ,Aqmola,,,,,,7189
Arys,Arys,42.4369,68.8048,Kazakhstan,KZ,KAZ,Ongtüstik Qazaqstan,,,,,,42648
Lenger,Lenger,42.1899,69.8799,Kazakhstan,KZ,KAZ,Ongtüstik Qazaqstan,,,,,,23058
Aqsu,Aqsu,52.4502,71.9597,Kazakhstan,KZ,KAZ,Aqmola,,,,,,8543
Temirtau,Temirtau,50.065,72.965,Kazakhstan,KZ,KAZ,Qaraghandy,,,,,,170600
Makinsk,Makinsk,52.6404,70.41,Kazakhstan,KZ,KAZ,Aqmola,,,,,,23020
Osakarovka,Osakarovka,50.5799,72.5699,Kazakhstan,KZ,KAZ,Qaraghandy,,,,,,7305
Qarqaraly,Qarqaraly,49.4249,75.4649,Kazakhstan,KZ,KAZ,Qaraghandy,,,,,,8195
Ekibastuz,Ekibastuz,51.73,75.3199,Kazakhstan,KZ,KAZ,Pavlodar,,,,,,127868
Zyryanovsk,Zyryanovsk,49.7453,84.2548,Kazakhstan,KZ,KAZ,Shyghys Qazaqstan,,,,,,49658
Komsomolets,Komsomolets,53.7506,62.0502,Kazakhstan,KZ,KAZ,Qostanay,,,,,,9838
Baykonur,Baykonur,45.6914,63.2413,Kazakhstan,KZ,KAZ,Qyzylorda,,,,,,36175
Erymentau,Erymentau,51.6303,73.1049,Kazakhstan,KZ,KAZ,Aqmola,,,,,,25141
Qarazhal,Qarazhal,48.0253,70.7999,Kazakhstan,KZ,KAZ,Qaraghandy,,,,,,22170
Tobol,Tobol,52.698,62.5749,Kazakhstan,KZ,KAZ,Qostanay,,,,,,7155
Shar,Shar,49.6003,81.0549,Kazakhstan,KZ,KAZ,Shyghys Qazaqstan,,,,,,9087
Semey,Semey,50.435,80.275,Kazakhstan,KZ,KAZ,Shyghys Qazaqstan,,,,,,311353
Boralday,Boralday,43.3341,76.8288,Kazakhstan,KZ,KAZ,Almaty,,,,,,20996
Zhetiqara,Zhetiqara,52.193,61.2399,Kazakhstan,KZ,KAZ,Qostanay,,,,,,46740
Aqadyr,Aqadyr,48.2749,72.8599,Kazakhstan,KZ,KAZ,Qaraghandy,,,,,,9710
Zharkent,Zharkent,44.1616,79.9801,Kazakhstan,KZ,KAZ,Almaty,,,,,,36496
Qulsary,Qulsary,46.9833,54.0165,Kazakhstan,KZ,KAZ,Atyraū,,,,,,37103
Balyqshy,Balyqshy,47.0666,51.8666,Kazakhstan,KZ,KAZ,Atyraū,,,,,,31624
Atyrau,Atyrau,47.1127,51.92,Kazakhstan,KZ,KAZ,Atyraū,,admin,,TRUE,,182753
Xiangkhoang,Xiangkhoang,19.3337,103.3666,Laos,LA,LAO,Xiangkhouang,,,,,,5189
Muang Phônsavan,Muang Phonsavan,19.45,103.2167,Laos,LA,LAO,Xiangkhouang,,admin,,TRUE,,
Vientiane,Vientiane,17.9667,102.6,Laos,LA,LAO,Viangchan,,primary,TRUE,,,754000
Ban Houayxay,Ban Houayxay,20.2775,100.4128,Laos,LA,LAO,Bokèo,,admin,,TRUE,,6347
Muang Phôn-Hông,Muang Phon-Hong,18.4957,102.4142,Laos,LA,LAO,Viangchan,,admin,,TRUE,,
Louang Namtha,Louang Namtha,20.95,101.4167,Laos,LA,LAO,Louangnamtha,,admin,,TRUE,,3225
Phongsali,Phongsali,21.6833,102.1,Laos,LA,LAO,Phôngsali,,admin,,TRUE,,6000
Thakhek,Thakhek,17.4112,104.8361,Laos,LA,LAO,Khammouan,,admin,,TRUE,,76928
Muang Pakxan,Muang Pakxan,18.3826,103.6586,Laos,LA,LAO,Bolikhamxai,,admin,,TRUE,,
Louangphrabang,Louangphrabang,19.8845,102.1416,Laos,LA,LAO,Louangphabang,,admin,,TRUE,,107142
Xaignabouri,Xaignabouri,19.2505,101.7501,Laos,LA,LAO,Xaignabouli,,admin,,TRUE,,16200
Savannakhet,Savannakhet,16.5376,104.773,Laos,LA,LAO,Savannakhét,,admin,,TRUE,,84898
Lamam,Lamam,15.4171,106.6946,Laos,LA,LAO,Xékong,,admin,,TRUE,,
Pakxe,Pakxe,15.1221,105.8183,Laos,LA,LAO,Champasak,,admin,,TRUE,,102775
Attapu,Attapu,14.808,106.839,Laos,LA,LAO,Attapu,,admin,,TRUE,,4297
Xam Nua,Xam Nua,20.4167,104.0333,Laos,LA,LAO,Houaphan,,admin,,TRUE,,38992
Muang Xai,Muang Xai,20.6923,101.9847,Laos,LA,LAO,Oudômxai,,admin,,TRUE,,
Saravan,Saravan,15.716,106.427,Laos,LA,LAO,Salavan,,,,,,5521
Champasak,Champasak,14.8833,105.8667,Laos,LA,LAO,Champasak,,,,,,12994
Beirut,Beirut,33.872,35.5097,Lebanon,LB,LBN,Beyrouth,,primary,TRUE,,,1846000
Zahlé,Zahle,33.8501,35.9042,Lebanon,LB,LBN,Béqaa,,admin,,TRUE,,78145
Baalbek,Baalbek,34.0058,36.2181,Lebanon,LB,LBN,Baalbek-Hermel,,admin,,TRUE,,
B'abda,B'abda,33.8333,35.5333,Lebanon,LB,LBN,Mont-Liban,,admin,,TRUE,,9000
Halba,Halba,34.5428,36.0797,Lebanon,LB,LBN,Aakkâr,,admin,,TRUE,,
Saida,Saida,33.563,35.3688,Lebanon,LB,LBN,Liban-Sud,,admin,,TRUE,,173894
Nabatiye et Tahta,Nabatiye et Tahta,33.3833,35.45,Lebanon,LB,LBN,Nabatîyé,,admin,,TRUE,,80000
Trablous,Trablous,34.42,35.87,Lebanon,LB,LBN,Liban-Nord,,admin,,TRUE,,530000
Castries,Castries,14.002,-61,Saint Lucia,LC,LCA,Castries,,primary,TRUE,,,37963
Gamprin,Gamprin,47.2197,9.5113,Liechtenstein,LI,LIE,Gamprin,,admin,,TRUE,,
Triesenberg,Triesenberg,47.1182,9.5444,Liechtenstein,LI,LIE,Triesenberg,,admin,,TRUE,,
Schaan,Schaan,47.1661,9.5096,Liechtenstein,LI,LIE,Schaan,,admin,,TRUE,,
Ruggell,Ruggell,47.2408,9.5247,Liechtenstein,LI,LIE,Ruggell,,admin,,TRUE,,
Mauren,Mauren,47.2205,9.5426,Liechtenstein,LI,LIE,Mauren,,admin,,TRUE,,
Eschen,Eschen,47.2109,9.5216,Liechtenstein,LI,LIE,Eschen,,admin,,TRUE,,
Triesen,Triesen,47.1101,9.524,Liechtenstein,LI,LIE,Triesen,,admin,,TRUE,,
Balzers,Balzers,47.0667,9.5025,Liechtenstein,LI,LIE,Balzers,,admin,,TRUE,,
Vaduz,Vaduz,47.1337,9.5167,Liechtenstein,LI,LIE,Vaduz,,primary,TRUE,,,36281
Planken,Planken,47.1844,9.5436,Liechtenstein,LI,LIE,Planken,,admin,,TRUE,,
Schellenberg,Schellenberg,47.2325,9.5463,Liechtenstein,LI,LIE,Schellenberg,,admin,,TRUE,,
Colombo,Colombo,6.932,79.8578,Sri Lanka,LK,LKA,Western,,primary,TRUE,,,217000
Ratnapura,Ratnapura,6.693,80.386,Sri Lanka,LK,LKA,Sabaragamuwa,,,,,,47832
Matara,Matara,5.949,80.5428,Sri Lanka,LK,LKA,Southern,,,,,,68244
Sri Jawewardenepura Kotte,Sri Jawewardenepura Kotte,6.9,79.95,Sri Lanka,LK,LKA,Western,,primary,TRUE,,,115826
Moratuwa,Moratuwa,6.7804,79.88,Sri Lanka,LK,LKA,Western,,,,,,200000
Anuradhapura,Anuradhapura,8.35,80.3833,Sri Lanka,LK,LKA,North Central,,,,,,118302
Galle,Galle,6.03,80.24,Sri Lanka,LK,LKA,Southern,,,,,,99478
Puttalan,Puttalan,8.033,79.826,Sri Lanka,LK,LKA,North Western,,,,,,45661
Kandy,Kandy,7.28,80.67,Sri Lanka,LK,LKA,Central,,,,,,111701
Badulla,Badulla,6.9837,81.0499,Sri Lanka,LK,LKA,Uva,,,,,,47587
Trincomalee,Trincomalee,8.569,81.233,Sri Lanka,LK,LKA,Eastern,,,,,,108420
Kilinochchi,Kilinochchi,9.4004,80.3999,Sri Lanka,LK,LKA,Northern,,,,,,103717
Batticaloa,Batticaloa,7.717,81.7,Sri Lanka,LK,LKA,Eastern,,,,,,129222
Jaffna,Jaffna,9.675,80.005,Sri Lanka,LK,LKA,Northern,,,,,,250000
Bopolu,Bopolu,7.0667,-10.4875,Liberia,LR,LBR,Gbarpolu,,admin,,TRUE,,
Voinjama,Voinjama,8.4167,-9.75,Liberia,LR,LBR,Lofa,,admin,,TRUE,,26594
Robertsport,Robertsport,6.7533,-11.3686,Liberia,LR,LBR,Grand Cape Mount,,admin,,TRUE,,11969
Buchanan,Buchanan,5.9161,-10.0525,Liberia,LR,LBR,Grand Bassa,,,,,,48315
Monrovia,Monrovia,6.3106,-10.8048,Liberia,LR,LBR,Montserrado,,primary,TRUE,,,1041000
Tubmanburg,Tubmanburg,6.8706,-10.8211,Liberia,LR,LBR,Bomi,,admin,,TRUE,,
Buchanan,Buchanan,5.8811,-10.0447,Liberia,LR,LBR,Grand Bassa,,admin,,TRUE,,
Zwedru,Zwedru,6.0704,-8.13,Liberia,LR,LBR,Grand Gedeh,,admin,,TRUE,,25678
Barclayville,Barclayville,4.8,-8.1667,Liberia,LR,LBR,Grand Kru,,admin,,TRUE,,2733
Rivercess,Rivercess,5.465,-9.578,Liberia,LR,LBR,River Cess,,admin,,TRUE,,2578
Fish Town,Fish Town,5.1974,-7.8758,Liberia,LR,LBR,River Gee,,admin,,TRUE,,
Gbarnga,Gbarnga,7.0104,-9.49,Liberia,LR,LBR,Bong,,admin,,TRUE,,45835
Kakata,Kakata,6.526,-10.349,Liberia,LR,LBR,Margibi,,admin,,TRUE,,33945
Sanniquellie,Sanniquellie,7.371,-8.685,Liberia,LR,LBR,Nimba,,admin,,TRUE,,11415
Greenville,Greenville,5.0111,-9.0388,Liberia,LR,LBR,Sinoe,,admin,,TRUE,,10374
Bensonville,Bensonville,6.4333,-10.6,Liberia,LR,LBR,Montserrado,,admin,,TRUE,,4089
Harper,Harper,4.3754,-7.717,Liberia,LR,LBR,Maryland,,admin,,TRUE,,32661
Maseru,Maseru,-29.3167,27.4833,Lesotho,LS,LSO,Maseru,,primary,TRUE,,,361324
Mokhotlong,Mokhotlong,-29.291,29.078,Lesotho,LS,LSO,Mokhotlong,,admin,,TRUE,,8809
Thaba-Tseka,Thaba-Tseka,-29.522,28.6084,Lesotho,LS,LSO,Thaba-Tseka,,admin,,TRUE,,
Moyeni,Moyeni,-30.411,27.716,Lesotho,LS,LSO,Quthing,,admin,,TRUE,,24130
Qacha’s Nek,Qacha's Nek,-30.1154,28.6894,Lesotho,LS,LSO,Qacha’s Nek,,admin,,TRUE,,
Mafetang,Mafetang,-29.8166,27.25,Lesotho,LS,LSO,Mafeteng,,admin,,TRUE,,57059
Hlotse,Hlotse,-28.878,28.056,Lesotho,LS,LSO,Leribe,,admin,,TRUE,,47675
Teyateyaneng,Teyateyaneng,-29.153,27.753,Lesotho,LS,LSO,Berea,,admin,,TRUE,,5115
Mohales Hoek,Mohales Hoek,-30.159,27.48,Lesotho,LS,LSO,Mohale’s Hoek,,admin,,TRUE,,24992
Butha-Buthe,Butha-Buthe,-28.75,28.25,Lesotho,LS,LSO,Butha-Buthe,,admin,,TRUE,,16330
Klaipėda,Klaipeda,55.7204,21.1199,Lithuania,LT,LTU,Klaipėdos Miestas,,admin,,TRUE,,192307
Palanga,Palanga,55.9203,21.071,Lithuania,LT,LTU,Palangos Miestas,,admin,,TRUE,,
Nida,Nida,55.3086,20.9965,Lithuania,LT,LTU,Neringa,,admin,,TRUE,,
Kretinga,Kretinga,55.8888,21.2445,Lithuania,LT,LTU,Kretinga,,admin,,TRUE,,
Tauragė,Taurage,55.2522,22.2897,Lithuania,LT,LTU,Tauragė,,admin,,TRUE,,
Šilutė,Silute,55.3453,21.4733,Lithuania,LT,LTU,Šilutė,,admin,,TRUE,,
Rietavas,Rietavas,55.7271,21.9234,Lithuania,LT,LTU,Rietavo,,admin,,TRUE,,
Plungė,Plunge,55.9077,21.8456,Lithuania,LT,LTU,Plungė,,admin,,TRUE,,
Šilalė,Silale,55.4898,22.1869,Lithuania,LT,LTU,Šilalė,,admin,,TRUE,,
Visaginas,Visaginas,55.5968,26.4398,Lithuania,LT,LTU,Visaginas,,admin,,TRUE,,
Zarasai,Zarasai,55.7322,26.2512,Lithuania,LT,LTU,Zarasai,,admin,,TRUE,,
Ignalina,Ignalina,55.3406,26.1605,Lithuania,LT,LTU,Ignalina,,admin,,TRUE,,
Utena,Utena,55.4976,25.5992,Lithuania,LT,LTU,Utena,,admin,,TRUE,,
Švenčionys,Svencionys,55.133,26.1595,Lithuania,LT,LTU,Švenčionys,,admin,,TRUE,,
Rokiškis,Rokiskis,55.9587,25.5947,Lithuania,LT,LTU,Rokiškis,,admin,,TRUE,,
Molėtai,Moletai,55.2247,25.4169,Lithuania,LT,LTU,Molėtai,,admin,,TRUE,,
Šalčininkai,Salcininkai,54.3086,25.3868,Lithuania,LT,LTU,Šalčininkai,,admin,,TRUE,,
Vilnius,Vilnius,54.6834,25.3166,Lithuania,LT,LTU,Vilniaus Miestas,,primary,TRUE,,,542366
Kupiškis,Kupiskis,55.8401,24.9803,Lithuania,LT,LTU,Kupiškis,,admin,,TRUE,,
Trakai,Trakai,54.6399,24.936,Lithuania,LT,LTU,Trakai,,admin,,TRUE,,
Biržai,Birzai,56.1986,24.7521,Lithuania,LT,LTU,Biržai,,admin,,TRUE,,
Anykščiai,Anyksciai,55.5246,25.1066,Lithuania,LT,LTU,Anykščiai,,admin,,TRUE,,
Telšiai,Telsiai,55.9831,22.2343,Lithuania,LT,LTU,Telšiai,,admin,,TRUE,,
Kelmė,Kelme,55.6301,22.9349,Lithuania,LT,LTU,Kelmė,,admin,,TRUE,,
Marijampolė,Marijampole,54.5599,23.3541,Lithuania,LT,LTU,Marijampolė,,admin,,TRUE,,
Lazdijai,Lazdijai,54.2333,23.5147,Lithuania,LT,LTU,Lazdijai,,admin,,TRUE,,
Šakiai,Sakiai,54.9534,23.0478,Lithuania,LT,LTU,Šakiai,,admin,,TRUE,,
Radviliškis,Radviliskis,55.8111,23.5411,Lithuania,LT,LTU,Radviliškis,,admin,,TRUE,,
Šiauliai,Siauliai,55.9386,23.325,Lithuania,LT,LTU,Šiaulių Miestas,,admin,,TRUE,,133528
Birštonas,Birstonas,54.6048,24.0311,Lithuania,LT,LTU,Birštono,,admin,,TRUE,,
Druskininkai,Druskininkai,54.0157,23.987,Lithuania,LT,LTU,Druskininkai,,admin,,TRUE,,
Kėdainiai,Kedainiai,55.2878,23.9727,Lithuania,LT,LTU,Kėdainiai,,admin,,TRUE,,
Alytus,Alytus,54.3964,24.0414,Lithuania,LT,LTU,Alytaus Miestas,,admin,,TRUE,,
Prienai,Prienai,54.636,23.9458,Lithuania,LT,LTU,Prienai,,admin,,TRUE,,
Elektrėnai,Elektrenai,54.7863,24.6626,Lithuania,LT,LTU,Elektrénai,,admin,,TRUE,,
Kaunas,Kaunas,54.9504,23.88,Lithuania,LT,LTU,Kauno Miestas,,admin,,TRUE,,374643
Jonava,Jonava,55.0801,24.2754,Lithuania,LT,LTU,Jonava,,admin,,TRUE,,
Kaišiadorys,Kaisiadorys,54.8653,24.4682,Lithuania,LT,LTU,Kaišiadorys,,admin,,TRUE,,
Panevežys,Panevezys,55.74,24.37,Lithuania,LT,LTU,Panevėžio Miestas,,admin,,TRUE,,127405
Joniškis,Joniskis,56.2394,23.6154,Lithuania,LT,LTU,Joniškis,,admin,,TRUE,,
Kazlų Rūda,Kazlu Ruda,54.7497,23.495,Lithuania,LT,LTU,Kazlų Rūdos,,admin,,TRUE,,
Vilkaviškis,Vilkaviskis,54.648,23.0305,Lithuania,LT,LTU,Vilkaviškis,,admin,,TRUE,,
Pasvalys,Pasvalys,56.0625,24.3997,Lithuania,LT,LTU,Pasvalys,,admin,,TRUE,,
Pakruojis,Pakruojis,55.9789,23.8551,Lithuania,LT,LTU,Pakruojis,,admin,,TRUE,,
Raseiniai,Raseiniai,55.3797,23.1239,Lithuania,LT,LTU,Raseiniai,,admin,,TRUE,,
Pagėgiai,Pagegiai,55.1379,21.9138,Lithuania,LT,LTU,Pagégiai,,admin,,TRUE,,
Jurbarkas,Jurbarkas,55.0756,22.7642,Lithuania,LT,LTU,Jurbarkas,,admin,,TRUE,,
Kalvarija,Kalvarija,54.4172,23.2283,Lithuania,LT,LTU,Kalvarijos,,admin,,TRUE,,
Širvintos,Sirvintos,55.044,24.9545,Lithuania,LT,LTU,Širvintos,,admin,,TRUE,,
Skuodas,Skuodas,56.2706,21.5321,Lithuania,LT,LTU,Skuodas,,admin,,TRUE,,
Mažeikiai,Mazeikiai,56.3122,22.3265,Lithuania,LT,LTU,Mažeikiai,,admin,,TRUE,,
Akmenė,Akmene,56.25,22.75,Lithuania,LT,LTU,Akmenė,,admin,,TRUE,,
Ukmergė,Ukmerge,55.2494,24.7636,Lithuania,LT,LTU,Ukmergė,,admin,,TRUE,,
Varėna,Varena,54.2155,24.5754,Lithuania,LT,LTU,Varėna,,admin,,TRUE,,
Capellen,Capellen,49.645,5.9908,Luxembourg,LU,LUX,Capellen,,admin,,TRUE,,
Esch-sur-Alzette,Esch-sur-Alzette,49.4958,5.9806,Luxembourg,LU,LUX,Esch-sur-Alzette,,admin,,TRUE,,
Remich,Remich,49.545,6.3669,Luxembourg,LU,LUX,Remich,,admin,,TRUE,,
Echternach,Echternach,49.8056,6.4222,Luxembourg,LU,LUX,Echternach,,admin,,TRUE,,
Mersch,Mersch,49.7489,6.1061,Luxembourg,LU,LUX,Mersch,,admin,,TRUE,,
Redange-sur-Attert,Redange-sur-Attert,49.7656,5.8908,Luxembourg,LU,LUX,Redange,,admin,,TRUE,,
Vianden,Vianden,49.935,6.2089,Luxembourg,LU,LUX,Vianden,,admin,,TRUE,,
Wiltz,Wiltz,49.9689,5.9319,Luxembourg,LU,LUX,Wiltz,,admin,,TRUE,,
Clervaux,Clervaux,50.0547,6.0314,Luxembourg,LU,LUX,Clervaux,,admin,,TRUE,,
Diekirch,Diekirch,49.8833,6.1667,Luxembourg,LU,LUX,Diekirch,,admin,,TRUE,,6242
Grevenmacher,Grevenmacher,49.7,6.3333,Luxembourg,LU,LUX,Grevenmacher,,admin,,TRUE,,3958
Luxembourg,Luxembourg,49.6117,6.13,Luxembourg,LU,LUX,Luxembourg,,primary,TRUE,,,107260
Skrunda,Skrunda,56.6833,22.0167,Latvia,LV,LVA,Skrundas Novads,,admin,,TRUE,,
Daugavpils,Daugavpils,55.88,26.51,Latvia,LV,LVA,Daugavpils Novads,,admin,,TRUE,,111564
Jēkabpils,Jekabpils,56.4833,25.85,Latvia,LV,LVA,Jēkabpils Novads,,admin,,TRUE,,
Aglona,Aglona,56.1333,27.0167,Latvia,LV,LVA,Aglonas Novads,,admin,,TRUE,,
Lielvārde,Lielvarde,56.7225,24.805,Latvia,LV,LVA,Lielvārdes Novads,,admin,,TRUE,,
Saldus,Saldus,56.6667,22.5,Latvia,LV,LVA,Saldus Novads,,admin,,TRUE,,
Ozolnieki,Ozolnieki,56.6864,23.7878,Latvia,LV,LVA,Ozolnieku Novads,,admin,,TRUE,,
Brocēni,Broceni,56.7,22.5333,Latvia,LV,LVA,Brocēnu Novads,,admin,,TRUE,,
Jelgava,Jelgava,56.6527,23.7128,Latvia,LV,LVA,Jelgavas Novads,,admin,,TRUE,,67207
Pilsrundāle,Pilsrundale,56.4167,24,Latvia,LV,LVA,Rundāles Novads,,admin,,TRUE,,
Dobele,Dobele,56.625,23.2786,Latvia,LV,LVA,Dobeles Novads,,admin,,TRUE,,
Iecava,Iecava,56.5986,24.2022,Latvia,LV,LVA,Iecavas Novads,,admin,,TRUE,,
Jaunpils,Jaunpils,56.7325,23.0136,Latvia,LV,LVA,Jaunpils Novads,,admin,,TRUE,,
Auce,Auce,56.4667,22.8833,Latvia,LV,LVA,Auces Novads,,admin,,TRUE,,
Tukums,Tukums,56.9669,23.1553,Latvia,LV,LVA,Tukuma Novads,,admin,,TRUE,,
Tērvete,Tervete,56.4781,23.3867,Latvia,LV,LVA,Tērvetes Novads,,admin,,TRUE,,
Salacgrīva,Salacgriva,57.7531,24.359,Latvia,LV,LVA,Salacgrīvas Novads,,admin,,TRUE,,
Ventspils,Ventspils,57.3899,21.5606,Latvia,LV,LVA,Ventspils,,admin,,TRUE,,42884
Dundaga,Dundaga,57.505,22.3504,Latvia,LV,LVA,Dundagas Novads,,admin,,TRUE,,
Jaunjelgava,Jaunjelgava,56.6132,25.0832,Latvia,LV,LVA,Jaunjelgavas Novads,,admin,,TRUE,,
Nereta,Nereta,56.2044,25.3077,Latvia,LV,LVA,Neretas Novads,,admin,,TRUE,,
Alsunga,Alsunga,56.9801,21.564,Latvia,LV,LVA,Alsungas Novads,,admin,,TRUE,,
Kuldīga,Kuldiga,56.969,21.968,Latvia,LV,LVA,Kuldīgas Novads,,admin,,TRUE,,
Pāvilosta,Pavilosta,56.8898,21.1817,Latvia,LV,LVA,Pāvilostas Novads,,admin,,TRUE,,
Piņķi,Pinki,56.9419,23.9137,Latvia,LV,LVA,Babītes Novads,,admin,,TRUE,,
Ādaži,Adazi,57.0705,24.3371,Latvia,LV,LVA,Ādažu Novads,,admin,,TRUE,,
Kandava,Kandava,57.0389,22.7724,Latvia,LV,LVA,Kandavas Novads,,admin,,TRUE,,
Roja,Roja,57.5015,22.8088,Latvia,LV,LVA,Rojas Novads,,admin,,TRUE,,
Carnikava,Carnikava,57.1293,24.2842,Latvia,LV,LVA,Carnikavas Novads,,admin,,TRUE,,
Garkalne,Garkalne,57.0449,24.4195,Latvia,LV,LVA,Garkalnes Novads,,admin,,TRUE,,
Saulkrasti,Saulkrasti,57.2599,24.4189,Latvia,LV,LVA,Saulkrastu Novads,,admin,,TRUE,,
Smārde,Smarde,56.9533,23.3387,Latvia,LV,LVA,Engures Novads,,admin,,TRUE,,
Mērsrags,Mersrags,57.3364,23.1235,Latvia,LV,LVA,Mērsraga Novads,,admin,,TRUE,,
Talsi,Talsi,57.2465,22.5876,Latvia,LV,LVA,Talsu Novads,,admin,,TRUE,,
Jūrmala,Jurmala,56.9567,23.7233,Latvia,LV,LVA,Jūrmala,,admin,,TRUE,,
Mārupe,Marupe,56.9032,24.0467,Latvia,LV,LVA,Mārupes Novads,,admin,,TRUE,,
Ulbroka,Ulbroka,56.9363,24.3039,Latvia,LV,LVA,Stopiņu Novads,,admin,,TRUE,,
Zilupe,Zilupe,56.386,28.1218,Latvia,LV,LVA,Zilupes Novads,,admin,,TRUE,,
Ludza,Ludza,56.5396,27.7189,Latvia,LV,LVA,Ludzas Novads,,admin,,TRUE,,
Dagda,Dagda,56.0961,27.5328,Latvia,LV,LVA,Dagdas Novads,,admin,,TRUE,,
Baltinava,Baltinava,56.9439,27.644,Latvia,LV,LVA,Baltinavas Novads,,admin,,TRUE,,
Cibla,Cibla,56.5498,27.8837,Latvia,LV,LVA,Ciblas Novads,,admin,,TRUE,,
Kārsava,Karsava,56.7874,27.6732,Latvia,LV,LVA,Kārsavas Novads,,admin,,TRUE,,
Riga,Riga,56.95,24.1,Latvia,LV,LVA,Rīga,,primary,TRUE,,,742572
Krāslava,Kraslava,55.8969,27.172,Latvia,LV,LVA,Krāslavas Novads,,admin,,TRUE,,
Limbaži,Limbazi,57.513,24.724,Latvia,LV,LVA,Limbažu Novads,,admin,,TRUE,,
Preiļi,Preili,56.294,26.7248,Latvia,LV,LVA,Preiļu Novads,,admin,,TRUE,,
Vecvārkava,Vecvarkava,56.1984,26.5081,Latvia,LV,LVA,Vārkavas Novads,,admin,,TRUE,,
Ilūkste,Ilukste,55.9779,26.2978,Latvia,LV,LVA,Ilūkstes Novads,,admin,,TRUE,,
Nīca,Nica,56.3456,21.0646,Latvia,LV,LVA,Nīcas Novads,,admin,,TRUE,,
Bauska,Bauska,56.4079,24.1944,Latvia,LV,LVA,Bauskas Novads,,admin,,TRUE,,
Viļaka,Vilaka,57.1843,27.6719,Latvia,LV,LVA,Viļakas Novads,,admin,,TRUE,,
Līvāni,Livani,56.3567,26.1761,Latvia,LV,LVA,Līvānu Novads,,admin,,TRUE,,
Alūksne,Aluksne,57.4216,27.0466,Latvia,LV,LVA,Alūksnes Novads,,admin,,TRUE,,
Rēzekne,Rezekne,56.5,27.3166,Latvia,LV,LVA,Rēzekne,,admin,,TRUE,,38340
Rugāji,Rugaji,57.0033,27.1337,Latvia,LV,LVA,Rugāju Novads,,admin,,TRUE,,
Riebiņi,Riebini,56.3403,26.7999,Latvia,LV,LVA,Riebiņu Novads,,admin,,TRUE,,
Viļāni,Vilani,56.5505,26.9298,Latvia,LV,LVA,Viļānu Novads,,admin,,TRUE,,
Varakļāni,Varaklani,56.6091,26.7547,Latvia,LV,LVA,Varakļānu Novads,,admin,,TRUE,,
Ape,Ape,57.5394,26.694,Latvia,LV,LVA,Apes Novads,,admin,,TRUE,,
Madona,Madona,56.851,26.2184,Latvia,LV,LVA,Madonas Novads,,admin,,TRUE,,
Jaunpiebalga,Jaunpiebalga,57.1775,26.0284,Latvia,LV,LVA,Jaunpiebalgas Novads,,admin,,TRUE,,
Lubāna,Lubana,56.9043,26.7161,Latvia,LV,LVA,Lubānas Novads,,admin,,TRUE,,
Gulbene,Gulbene,57.1734,26.7527,Latvia,LV,LVA,Gulbenes Novads,,admin,,TRUE,,
Balvi,Balvi,57.1287,27.27,Latvia,LV,LVA,Balvu Novads,,admin,,TRUE,,
Aknīste,Akniste,56.1615,25.7482,Latvia,LV,LVA,Aknīstes Novads,,admin,,TRUE,,
Viesīte,Viesite,56.3465,25.5581,Latvia,LV,LVA,Viesītes Novads,,admin,,TRUE,,
Cesvaine,Cesvaine,56.9675,26.3076,Latvia,LV,LVA,Cesvaines Novads,,admin,,TRUE,,
Ķegums,Kegums,56.7455,24.725,Latvia,LV,LVA,Ķeguma Novads,,admin,,TRUE,,
Vecpiebalga,Vecpiebalga,57.0618,25.8179,Latvia,LV,LVA,Vecpiebalgas Novads,,admin,,TRUE,,
Smiltene,Smiltene,57.4242,25.9017,Latvia,LV,LVA,Smiltenes Novads,,admin,,TRUE,,
Drabeši,Drabesi,57.2433,25.2803,Latvia,LV,LVA,Amatas Novads,,admin,,TRUE,,
Cēsis,Cesis,57.3091,25.2761,Latvia,LV,LVA,Cēsu Novads,,admin,,TRUE,,
Ērgļi,Ergli,56.8988,25.6429,Latvia,LV,LVA,Ērgļu Novads,,admin,,TRUE,,
Valka,Valka,57.7767,26.0118,Latvia,LV,LVA,Valkas Novads,,admin,,TRUE,,
Grobiņa,Grobina,56.5358,21.1747,Latvia,LV,LVA,Grobiņas Novads,,admin,,TRUE,,
Strenči,Strenci,57.6269,25.6919,Latvia,LV,LVA,Strenču Novads,,admin,,TRUE,,
Mūrmuiža,Murmuiza,57.4731,25.4917,Latvia,LV,LVA,Beverīnas Novads,,admin,,TRUE,,
Mazsalaca,Mazsalaca,57.8619,25.0547,Latvia,LV,LVA,Mazsalacas Novads,,admin,,TRUE,,
Aloja,Aloja,57.7672,24.8774,Latvia,LV,LVA,Alojas Novads,,admin,,TRUE,,
